Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
4928,0.89,0.57,0.96,0.96,0.00,0.94,0.51,0.85,0.95,0.78,0.92,0.75,0.94,0.88,0.41,0.90,0.67,0.06,0.79,0.89,0.91,0.25,0.97,0.26
4929,0.88,0.53,0.96,0.96,0.00,0.94,0.51,0.86,0.95,0.78,0.92,0.75,0.94,0.89,0.41,0.89,0.68,0.06,0.78,0.89,0.89,0.24,0.98,0.25
4930,0.88,0.52,0.96,0.96,0.00,0.93,0.52,0.87,0.94,0.78,0.92,0.75,0.94,0.89,0.41,0.87,0.68,0.06,0.78,0.89,0.88,0.23,0.98,0.23
4931,0.88,0.52,0.96,0.96,0.00,0.93,0.52,0.87,0.94,0.78,0.92,0.75,0.94,0.90,0.40,0.85,0.69,0.06,0.78,0.88,0.91,0.25,0.97,0.24
4932,0.88,0.56,0.96,0.96,0.00,0.93,0.52,0.87,0.94,0.78,0.92,0.76,0.94,0.89,0.40,0.87,0.69,0.06,0.77,0.88,0.92,0.25,0.97,0.25
4933,0.88,0.55,0.96,0.96,0.00,0.93,0.52,0.87,0.94,0.78,0.93,0.76,0.94,0.89,0.40,0.86,0.69,0.06,0.77,0.88,0.91,0.24,0.97,0.25
4934,0.88,0.53,0.96,0.96,0.00,0.93,0.52,0.87,0.94,0.78,0.93,0.76,0.94,0.88,0.40,0.83,0.69,0.06,0.77,0.88,0.92,0.25,0.98,0.24
4935,0.88,0.58,0.96,0.96,0.00,0.93,0.53,0.52,0.94,0.78,0.93,0.75,0.95,0.89,0.46,0.87,0.70,0.05,0.78,0.90,0.89,0.24,0.98,0.27
4936,0.88,0.59,0.96,0.96,0.00,0.93,0.53,0.51,0.94,0.78,0.93,0.76,0.95,0.88,0.47,0.88,0.70,0.05,0.79,0.90,0.90,0.24,0.98,0.30
4937,0.88,0.52,0.96,0.96,0.00,0.93,0.53,0.51,0.94,0.78,0.93,0.76,0.95,0.88,0.47,0.88,0.70,0.05,0.79,0.90,0.91,0.24,0.98,0.29
4938,0.88,0.51,0.95,0.96,0.00,0.87,0.53,0.51,0.94,0.78,0.93,0.75,0.95,0.82,0.48,0.87,0.70,0.05,0.79,0.89,0.88,0.25,0.98,0.27
4939,0.88,0.53,0.96,0.96,0.00,0.86,0.53,0.51,0.94,0.78,0.93,0.75,0.95,0.79,0.49,0.89,0.70,0.05,0.79,0.89,0.87,0.26,0.98,0.27
4940,0.88,0.59,0.93,0.96,0.00,0.86,0.53,0.51,0.95,0.77,0.93,0.73,0.95,0.72,0.51,0.87,0.70,0.05,0.79,0.88,0.86,0.25,0.97,0.26
4941,0.88,0.54,0.96,0.96,0.00,0.86,0.53,0.51,0.95,0.78,0.93,0.75,0.95,0.80,0.49,0.85,0.70,0.05,0.80,0.88,0.89,0.23,0.98,0.26
4942,0.88,0.50,0.96,0.96,0.00,0.86,0.53,0.51,0.95,0.78,0.93,0.75,0.95,0.80,0.47,0.87,0.71,0.05,0.80,0.88,0.91,0.24,0.98,0.31
4943,0.88,0.53,0.96,0.96,0.00,0.86,0.53,0.51,0.95,0.78,0.93,0.75,0.95,0.79,0.49,0.88,0.71,0.05,0.80,0.89,0.89,0.25,0.98,0.26
4944,0.88,0.45,0.96,0.97,0.00,0.82,0.54,0.52,0.95,0.78,0.92,0.75,0.93,0.83,0.48,0.86,0.70,0.05,0.80,0.89,0.86,0.26,0.98,0.25
4945,0.88,0.49,0.96,0.97,0.00,0.82,0.54,0.51,0.95,0.78,0.92,0.74,0.93,0.84,0.48,0.88,0.70,0.05,0.80,0.89,0.86,0.25,0.98,0.23
4946,0.88,0.53,0.96,0.97,0.00,0.82,0.53,0.51,0.95,0.78,0.92,0.74,0.93,0.83,0.47,0.88,0.70,0.05,0.80,0.89,0.86,0.24,0.98,0.27
4947,0.87,0.51,0.96,0.97,0.00,0.82,0.53,0.51,0.94,0.78,0.91,0.74,0.94,0.82,0.47,0.87,0.70,0.05,0.80,0.90,0.86,0.25,0.98,0.27
4948,0.87,0.56,0.96,0.97,0.00,0.80,0.52,0.51,0.94,0.78,0.91,0.74,0.93,0.82,0.46,0.87,0.69,0.05,0.80,0.90,0.87,0.25,0.98,0.27
4949,0.87,0.47,0.96,0.96,0.00,0.70,0.51,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.47,0.87,0.69,0.05,0.80,0.90,0.85,0.25,0.98,0.26
4950,0.87,0.50,0.96,0.96,0.00,0.71,0.50,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.47,0.87,0.69,0.05,0.80,0.90,0.85,0.25,0.98,0.27
4951,0.86,0.44,0.96,0.96,0.00,0.73,0.50,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.46,0.85,0.69,0.05,0.80,0.90,0.85,0.24,0.98,0.25
4952,0.86,0.44,0.96,0.95,0.00,0.73,0.49,0.51,0.95,0.78,0.92,0.73,0.95,0.84,0.47,0.85,0.70,0.05,0.80,0.90,0.85,0.24,0.98,0.27
4953,0.86,0.54,0.96,0.95,0.00,0.73,0.49,0.51,0.95,0.79,0.92,0.73,0.95,0.83,0.48,0.87,0.70,0.05,0.80,0.90,0.87,0.24,0.98,0.25
4954,0.86,0.53,0.96,0.95,0.00,0.73,0.49,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.48,0.87,0.70,0.05,0.80,0.90,0.87,0.25,0.98,0.21
4955,0.86,0.55,0.96,0.95,0.00,0.73,0.48,0.51,0.95,0.78,0.92,0.74,0.95,0.82,0.48,0.89,0.70,0.05,0.80,0.90,0.86,0.24,0.98,0.25
4956,0.86,0.60,0.96,0.94,0.00,0.73,0.48,0.51,0.95,0.79,0.92,0.73,0.95,0.82,0.48,0.90,0.70,0.05,0.79,0.90,0.87,0.24,0.98,0.26
4957,0.86,0.60,0.96,0.94,0.00,0.73,0.48,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.48,0.91,0.70,0.05,0.79,0.90,0.89,0.24,0.98,0.24
4958,0.86,0.59,0.96,0.94,0.00,0.73,0.48,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.47,0.91,0.70,0.05,0.79,0.90,0.85,0.25,0.98,0.32
4959,0.86,0.60,0.96,0.94,0.00,0.74,0.48,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.47,0.88,0.70,0.05,0.78,0.90,0.86,0.24,0.98,0.26
4960,0.86,0.54,0.96,0.93,0.00,0.74,0.48,0.51,0.96,0.78,0.92,0.73,0.95,0.82,0.47,0.87,0.70,0.05,0.78,0.90,0.86,0.24,0.98,0.27
4961,0.86,0.62,0.96,0.93,0.00,0.74,0.48,0.51,0.96,0.79,0.92,0.74,0.95,0.82,0.47,0.87,0.70,0.05,0.78,0.90,0.85,0.25,0.98,0.27
4962,0.86,0.60,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.83,0.47,0.85,0.70,0.05,0.77,0.90,0.85,0.24,0.98,0.27
4963,0.86,0.46,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.83,0.47,0.83,0.70,0.05,0.77,0.90,0.85,0.24,0.98,0.28
4964,0.85,0.56,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.83,0.47,0.84,0.70,0.05,0.77,0.90,0.87,0.27,0.98,0.28
4965,0.85,0.56,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.82,0.47,0.85,0.70,0.05,0.76,0.90,0.87,0.24,0.98,0.27
4966,0.85,0.52,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.83,0.48,0.85,0.70,0.05,0.76,0.90,0.86,0.24,0.98,0.27
4967,0.85,0.52,0.96,0.93,0.00,0.74,0.49,0.51,0.96,0.78,0.93,0.73,0.95,0.83,0.48,0.84,0.70,0.05,0.76,0.90,0.84,0.24,0.98,0.29
4968,0.63,0.35,0.77,0.93,0.00,0.82,0.48,0.52,0.94,0.68,0.89,0.66,0.91,0.36,0.55,0.47,0.80,0.06,0.52,0.79,0.59,0.24,0.94,0.17
4969,0.63,0.38,0.77,0.93,0.00,0.82,0.48,0.52,0.94,0.68,0.89,0.66,0.90,0.34,0.55,0.47,0.80,0.06,0.52,0.79,0.58,0.23,0.94,0.17
4970,0.63,0.37,0.77,0.93,0.00,0.82,0.48,0.51,0.94,0.68,0.89,0.66,0.90,0.35,0.55,0.47,0.80,0.06,0.51,0.79,0.57,0.27,0.94,0.20
4971,0.62,0.41,0.77,0.93,0.00,0.82,0.47,0.51,0.94,0.68,0.89,0.65,0.90,0.35,0.55,0.48,0.80,0.07,0.51,0.78,0.58,0.24,0.94,0.24
4972,0.62,0.35,0.77,0.93,0.00,0.83,0.47,0.51,0.94,0.68,0.89,0.66,0.90,0.36,0.55,0.49,0.81,0.07,0.51,0.78,0.58,0.23,0.94,0.25
4973,0.62,0.39,0.77,0.93,0.00,0.83,0.47,0.51,0.94,0.68,0.89,0.66,0.90,0.36,0.55,0.49,0.81,0.07,0.51,0.78,0.58,0.27,0.94,0.25
4974,0.62,0.37,0.77,0.93,0.00,0.83,0.46,0.51,0.93,0.68,0.90,0.66,0.90,0.36,0.55,0.48,0.81,0.07,0.51,0.77,0.58,0.23,0.94,0.28
4975,0.63,0.39,0.77,0.93,0.00,0.83,0.46,0.51,0.93,0.68,0.90,0.66,0.90,0.36,0.55,0.49,0.81,0.07,0.51,0.77,0.58,0.26,0.94,0.27
4976,0.63,0.36,0.77,0.92,0.00,0.83,0.46,0.50,0.93,0.68,0.90,0.65,0.90,0.35,0.55,0.49,0.81,0.07,0.51,0.77,0.59,0.23,0.94,0.26
4977,0.63,0.35,0.74,0.92,0.00,0.82,0.47,0.50,0.93,0.67,0.90,0.63,0.89,0.30,0.55,0.43,0.82,0.08,0.51,0.77,0.54,0.25,0.94,0.21
4978,0.63,0.33,0.73,0.92,0.00,0.80,0.47,0.50,0.93,0.67,0.90,0.64,0.89,0.31,0.55,0.43,0.82,0.08,0.51,0.77,0.54,0.27,0.94,0.23
4979,0.63,0.31,0.74,0.92,0.00,0.80,0.47,0.50,0.93,0.67,0.90,0.64,0.89,0.31,0.55,0.44,0.83,0.08,0.51,0.77,0.54,0.25,0.93,0.25
4980,0.63,0.34,0.74,0.92,0.00,0.80,0.47,0.49,0.93,0.67,0.90,0.64,0.89,0.31,0.55,0.44,0.83,0.08,0.51,0.77,0.54,0.25,0.94,0.28
4981,0.64,0.28,0.74,0.93,0.11,0.80,0.48,0.82,0.95,0.67,0.92,0.63,0.95,0.30,0.42,0.41,0.88,0.08,0.53,0.78,0.62,0.25,0.94,0.28
4982,0.65,0.27,0.74,0.93,0.11,0.80,0.48,0.82,0.95,0.67,0.93,0.63,0.95,0.30,0.42,0.40,0.88,0.08,0.54,0.78,0.60,0.26,0.94,0.27
4983,0.65,0.26,0.74,0.93,0.11,0.82,0.48,0.82,0.95,0.67,0.94,0.64,0.96,0.31,0.43,0.39,0.89,0.08,0.54,0.77,0.60,0.23,0.94,0.27
4984,0.65,0.26,0.74,0.93,0.10,0.82,0.48,0.81,0.95,0.67,0.94,0.64,0.95,0.30,0.43,0.39,0.90,0.08,0.55,0.77,0.59,0.26,0.95,0.29
4985,0.66,0.35,0.78,0.93,0.00,0.84,0.49,0.81,0.95,0.69,0.93,0.67,0.95,0.39,0.42,0.53,0.83,0.08,0.57,0.77,0.60,0.25,0.94,0.24
4986,0.66,0.36,0.78,0.93,0.00,0.85,0.49,0.81,0.95,0.69,0.95,0.66,0.95,0.38,0.43,0.52,0.83,0.08,0.58,0.78,0.61,0.25,0.94,0.25
4987,0.66,0.33,0.78,0.93,0.00,0.85,0.50,0.81,0.95,0.69,0.95,0.67,0.95,0.39,0.43,0.52,0.83,0.08,0.58,0.78,0.61,0.24,0.95,0.25
4988,0.67,0.35,0.78,0.93,0.00,0.85,0.50,0.80,0.95,0.69,0.94,0.67,0.96,0.40,0.43,0.54,0.83,0.08,0.59,0.78,0.62,0.24,0.95,0.26
4989,0.67,0.38,0.78,0.93,0.00,0.86,0.50,0.80,0.95,0.68,0.94,0.66,0.96,0.39,0.43,0.55,0.82,0.08,0.59,0.78,0.61,0.27,0.95,0.25
4990,0.67,0.36,0.78,0.93,0.00,0.86,0.50,0.80,0.94,0.69,0.94,0.67,0.95,0.39,0.43,0.57,0.81,0.07,0.60,0.78,0.60,0.24,0.95,0.23
4991,0.67,0.34,0.78,0.93,0.00,0.86,0.50,0.80,0.93,0.68,0.93,0.67,0.94,0.38,0.42,0.57,0.80,0.07,0.60,0.78,0.61,0.25,0.95,0.23
4992,0.67,0.35,0.78,0.93,0.00,0.86,0.51,0.80,0.94,0.69,0.92,0.66,0.95,0.38,0.42,0.57,0.79,0.07,0.60,0.79,0.60,0.25,0.95,0.23
4993,0.67,0.42,0.78,0.93,0.00,0.92,0.51,0.80,0.92,0.69,0.91,0.67,0.92,0.38,0.41,0.58,0.78,0.07,0.59,0.79,0.63,0.25,0.95,0.23
4994,0.67,0.37,0.78,0.93,0.00,0.92,0.51,0.80,0.92,0.69,0.91,0.67,0.91,0.38,0.40,0.58,0.77,0.07,0.59,0.79,0.63,0.25,0.95,0.23
4995,0.67,0.42,0.78,0.93,0.00,0.92,0.51,0.80,0.92,0.68,0.91,0.67,0.91,0.38,0.40,0.57,0.77,0.07,0.59,0.79,0.63,0.25,0.95,0.23
4996,0.67,0.42,0.78,0.93,0.00,0.92,0.51,0.80,0.92,0.69,0.91,0.67,0.91,0.38,0.40,0.56,0.76,0.07,0.59,0.79,0.62,0.24,0.95,0.23
4997,0.67,0.40,0.78,0.93,0.00,0.92,0.51,0.81,0.93,0.68,0.90,0.67,0.92,0.39,0.40,0.56,0.76,0.07,0.59,0.79,0.62,0.25,0.95,0.31
4998,0.67,0.41,0.78,0.93,0.00,0.92,0.51,0.81,0.93,0.69,0.90,0.67,0.89,0.40,0.40,0.58,0.76,0.07,0.59,0.79,0.62,0.25,0.95,0.21
4999,0.67,0.43,0.78,0.93,0.00,0.92,0.50,0.81,0.93,0.69,0.86,0.67,0.86,0.39,0.40,0.58,0.72,0.07,0.59,0.79,0.62,0.26,0.95,0.22
5000,0.67,0.41,0.78,0.93,0.00,0.92,0.50,0.81,0.93,0.69,0.87,0.67,0.87,0.40,0.40,0.57,0.74,0.07,0.59,0.77,0.61,0.25,0.95,0.22
5001,0.67,0.36,0.78,0.93,0.00,0.91,0.50,0.81,0.93,0.69,0.88,0.67,0.87,0.38,0.40,0.53,0.77,0.07,0.59,0.79,0.59,0.25,0.95,0.20
5002,0.67,0.38,0.78,0.93,0.00,0.91,0.50,0.81,0.93,0.68,0.87,0.67,0.87,0.38,0.40,0.53,0.77,0.07,0.58,0.79,0.60,0.28,0.95,0.20
5003,0.67,0.42,0.78,0.93,0.00,0.91,0.49,0.81,0.93,0.69,0.88,0.67,0.88,0.38,0.40,0.52,0.78,0.06,0.58,0.78,0.60,0.25,0.95,0.22
5004,0.67,0.39,0.78,0.93,0.00,0.91,0.49,0.81,0.93,0.68,0.90,0.67,0.90,0.39,0.40,0.53,0.79,0.06,0.58,0.76,0.63,0.25,0.95,0.20
5005,0.67,0.35,0.78,0.94,0.00,0.91,0.49,0.81,0.93,0.69,0.90,0.67,0.91,0.38,0.40,0.54,0.78,0.06,0.59,0.73,0.61,0.24,0.95,0.20
5006,0.67,0.38,0.78,0.94,0.00,0.91,0.49,0.81,0.93,0.69,0.89,0.67,0.90,0.38,0.40,0.54,0.77,0.06,0.60,0.72,0.61,0.25,0.95,0.17
5007,0.68,0.38,0.79,0.94,0.00,0.91,0.49,0.80,0.93,0.69,0.87,0.67,0.89,0.40,0.40,0.55,0.76,0.06,0.61,0.74,0.63,0.25,0.95,0.16
5008,0.74,0.38,0.91,0.94,0.00,0.71,0.47,0.81,0.93,0.74,0.84,0.71,0.84,0.69,0.39,0.82,0.64,0.07,0.69,0.83,0.80,0.24,0.97,0.21
5009,0.74,0.35,0.91,0.94,0.00,0.70,0.47,0.82,0.93,0.74,0.84,0.71,0.84,0.70,0.39,0.80,0.63,0.07,0.70,0.83,0.80,0.24,0.97,0.23
5010,0.75,0.36,0.91,0.94,0.00,0.70,0.47,0.82,0.93,0.74,0.84,0.71,0.84,0.69,0.39,0.80,0.63,0.07,0.70,0.83,0.81,0.24,0.97,0.22
5011,0.75,0.37,0.91,0.94,0.00,0.70,0.47,0.83,0.93,0.74,0.84,0.71,0.84,0.69,0.39,0.80,0.63,0.07,0.71,0.83,0.79,0.25,0.97,0.23
5012,0.76,0.41,0.91,0.94,0.00,0.70,0.47,0.83,0.93,0.74,0.84,0.71,0.85,0.68,0.40,0.80,0.63,0.07,0.72,0.83,0.80,0.25,0.97,0.22
5013,0.77,0.36,0.91,0.94,0.00,0.70,0.47,0.83,0.93,0.74,0.84,0.71,0.85,0.69,0.40,0.81,0.63,0.07,0.72,0.83,0.80,0.25,0.97,0.21
5014,0.77,0.40,0.91,0.94,0.00,0.70,0.47,0.83,0.94,0.74,0.85,0.71,0.85,0.69,0.40,0.82,0.63,0.07,0.72,0.83,0.81,0.25,0.97,0.22
5015,0.77,0.38,0.91,0.94,0.00,0.70,0.47,0.83,0.94,0.74,0.85,0.71,0.85,0.68,0.40,0.81,0.63,0.07,0.73,0.83,0.78,0.23,0.97,0.24
5016,0.77,0.39,0.91,0.94,0.00,0.70,0.47,0.84,0.94,0.74,0.85,0.71,0.85,0.68,0.40,0.81,0.63,0.07,0.73,0.84,0.78,0.25,0.97,0.24
5017,0.76,0.46,0.91,0.94,0.00,0.70,0.47,0.84,0.94,0.74,0.85,0.71,0.86,0.69,0.40,0.84,0.63,0.07,0.73,0.87,0.81,0.26,0.97,0.26
5018,0.76,0.46,0.91,0.94,0.00,0.70,0.47,0.83,0.94,0.74,0.86,0.71,0.87,0.69,0.41,0.83,0.64,0.07,0.73,0.89,0.84,0.26,0.97,0.26
5019,0.76,0.49,0.91,0.94,0.00,0.70,0.47,0.84,0.93,0.74,0.87,0.71,0.88,0.69,0.41,0.81,0.64,0.07,0.73,0.89,0.79,0.24,0.97,0.26
5020,0.73,0.43,0.83,0.95,0.00,0.73,0.47,0.84,0.93,0.71,0.93,0.68,0.94,0.53,0.42,0.58,0.78,0.08,0.69,0.83,0.67,0.24,0.96,0.24
5021,0.73,0.37,0.83,0.95,0.00,0.73,0.47,0.84,0.93,0.70,0.93,0.67,0.94,0.53,0.42,0.59,0.81,0.08,0.68,0.81,0.66,0.25,0.95,0.25
5022,0.72,0.37,0.83,0.95,0.00,0.74,0.47,0.84,0.93,0.71,0.93,0.68,0.94,0.53,0.42,0.63,0.79,0.08,0.67,0.81,0.67,0.26,0.95,0.27
5023,0.72,0.40,0.82,0.95,0.00,0.74,0.47,0.83,0.93,0.70,0.93,0.67,0.95,0.53,0.41,0.63,0.77,0.08,0.66,0.83,0.67,0.24,0.95,0.25
5024,0.72,0.41,0.83,0.95,0.00,0.74,0.47,0.83,0.93,0.70,0.93,0.67,0.95,0.54,0.41,0.66,0.76,0.07,0.65,0.84,0.68,0.26,0.96,0.25
5025,0.72,0.44,0.83,0.95,0.00,0.74,0.47,0.83,0.93,0.70,0.94,0.68,0.95,0.54,0.41,0.67,0.76,0.07,0.64,0.85,0.66,0.31,0.95,0.25
5026,0.85,0.45,0.96,0.95,0.00,0.83,0.47,0.85,0.93,0.76,0.93,0.74,0.95,0.79,0.41,0.90,0.68,0.04,0.80,0.91,0.89,0.31,0.97,0.12
5027,0.85,0.46,0.96,0.95,0.00,0.83,0.47,0.85,0.93,0.76,0.93,0.74,0.95,0.79,0.41,0.90,0.68,0.04,0.80,0.91,0.88,0.32,0.97,0.12
5028,0.85,0.45,0.96,0.95,0.00,0.83,0.47,0.85,0.93,0.76,0.93,0.74,0.95,0.79,0.41,0.89,0.69,0.04,0.80,0.91,0.88,0.31,0.97,0.12
5029,0.85,0.42,0.96,0.95,0.00,0.83,0.47,0.85,0.93,0.76,0.93,0.75,0.95,0.79,0.41,0.87,0.69,0.05,0.80,0.91,0.88,0.30,0.97,0.13
5030,0.85,0.49,0.96,0.95,0.00,0.83,0.47,0.85,0.93,0.76,0.93,0.74,0.95,0.79,0.41,0.84,0.70,0.05,0.80,0.91,0.88,0.31,0.97,0.15
5031,0.85,0.47,0.96,0.95,0.00,0.84,0.47,0.85,0.93,0.76,0.93,0.75,0.95,0.79,0.41,0.84,0.70,0.05,0.80,0.91,0.89,0.30,0.97,0.11
5032,0.85,0.48,0.96,0.95,0.00,0.86,0.48,0.85,0.93,0.76,0.94,0.74,0.95,0.79,0.41,0.84,0.71,0.05,0.80,0.91,0.87,0.32,0.97,0.12
5033,0.85,0.46,0.96,0.95,0.00,0.86,0.48,0.85,0.93,0.76,0.94,0.75,0.95,0.78,0.41,0.86,0.71,0.05,0.80,0.91,0.87,0.31,0.98,0.22
5034,0.85,0.52,0.96,0.95,0.00,0.86,0.48,0.85,0.94,0.76,0.94,0.75,0.95,0.79,0.41,0.86,0.71,0.05,0.80,0.91,0.87,0.32,0.97,0.19
5035,0.85,0.57,0.96,0.95,0.00,0.86,0.48,0.85,0.94,0.76,0.94,0.75,0.95,0.79,0.41,0.87,0.71,0.06,0.79,0.91,0.87,0.31,0.97,0.13
5036,0.85,0.55,0.96,0.94,0.00,0.85,0.48,0.85,0.94,0.76,0.94,0.75,0.96,0.79,0.41,0.86,0.71,0.06,0.78,0.91,0.87,0.32,0.97,0.14
5037,0.85,0.49,0.96,0.94,0.00,0.85,0.48,0.84,0.94,0.76,0.94,0.74,0.96,0.80,0.41,0.86,0.71,0.06,0.78,0.92,0.85,0.30,0.97,0.26
5038,0.84,0.50,0.96,0.94,0.00,0.85,0.48,0.84,0.94,0.76,0.94,0.75,0.96,0.80,0.41,0.87,0.71,0.06,0.77,0.92,0.86,0.31,0.97,0.28
5039,0.84,0.54,0.96,0.94,0.00,0.83,0.48,0.84,0.94,0.76,0.94,0.74,0.96,0.80,0.41,0.85,0.71,0.06,0.76,0.91,0.84,0.31,0.97,0.29
5040,0.69,0.41,0.83,0.93,0.00,0.77,0.51,0.82,0.94,0.70,0.95,0.68,0.96,0.52,0.43,0.66,0.78,0.07,0.66,0.87,0.63,0.31,0.95,0.24
5041,0.69,0.41,0.83,0.93,0.00,0.77,0.51,0.82,0.93,0.70,0.95,0.68,0.96,0.52,0.43,0.67,0.77,0.07,0.65,0.87,0.65,0.33,0.95,0.22
5042,0.69,0.40,0.83,0.94,0.00,0.77,0.51,0.82,0.93,0.70,0.94,0.68,0.96,0.51,0.42,0.67,0.77,0.07,0.65,0.86,0.65,0.32,0.96,0.22
5043,0.70,0.38,0.83,0.94,0.00,0.77,0.51,0.82,0.94,0.70,0.94,0.68,0.96,0.52,0.42,0.68,0.77,0.07,0.65,0.86,0.64,0.32,0.96,0.22
5044,0.70,0.40,0.82,0.94,0.00,0.77,0.51,0.82,0.94,0.70,0.94,0.68,0.96,0.51,0.42,0.67,0.77,0.07,0.64,0.87,0.64,0.32,0.95,0.21
5045,0.70,0.39,0.83,0.94,0.00,0.77,0.51,0.82,0.94,0.70,0.94,0.68,0.96,0.52,0.42,0.68,0.77,0.07,0.64,0.87,0.64,0.31,0.95,0.15
5046,0.71,0.39,0.82,0.94,0.00,0.77,0.50,0.82,0.94,0.71,0.94,0.68,0.95,0.51,0.42,0.68,0.77,0.07,0.64,0.87,0.64,0.32,0.95,0.13
5047,0.71,0.38,0.82,0.94,0.00,0.77,0.50,0.82,0.94,0.70,0.94,0.68,0.95,0.52,0.42,0.68,0.77,0.06,0.64,0.87,0.66,0.32,0.96,0.19
5048,0.71,0.38,0.83,0.94,0.00,0.77,0.50,0.82,0.93,0.70,0.94,0.68,0.95,0.51,0.42,0.68,0.77,0.06,0.64,0.87,0.65,0.31,0.95,0.19
5049,0.72,0.39,0.82,0.94,0.00,0.77,0.50,0.82,0.93,0.70,0.93,0.68,0.95,0.52,0.42,0.67,0.77,0.06,0.64,0.86,0.65,0.32,0.96,0.25
5050,0.72,0.39,0.82,0.94,0.00,0.77,0.50,0.82,0.94,0.70,0.93,0.67,0.94,0.52,0.42,0.67,0.77,0.06,0.64,0.86,0.65,0.31,0.95,0.22
5051,0.72,0.39,0.82,0.94,0.00,0.81,0.50,0.82,0.94,0.70,0.93,0.68,0.94,0.51,0.42,0.67,0.77,0.06,0.63,0.86,0.66,0.30,0.96,0.20
5052,0.73,0.40,0.83,0.94,0.00,0.83,0.49,0.81,0.94,0.70,0.93,0.69,0.94,0.52,0.42,0.68,0.76,0.06,0.63,0.86,0.65,0.32,0.96,0.20
5053,0.73,0.39,0.83,0.94,0.00,0.83,0.49,0.82,0.94,0.71,0.93,0.68,0.94,0.51,0.42,0.67,0.76,0.06,0.63,0.86,0.66,0.32,0.96,0.20
5054,0.73,0.37,0.83,0.94,0.00,0.83,0.49,0.82,0.94,0.70,0.93,0.68,0.95,0.52,0.41,0.67,0.76,0.06,0.63,0.87,0.65,0.31,0.95,0.22
5055,0.73,0.36,0.83,0.94,0.00,0.83,0.49,0.82,0.94,0.70,0.94,0.68,0.95,0.52,0.41,0.67,0.76,0.06,0.63,0.87,0.65,0.30,0.95,0.22
5056,0.74,0.40,0.81,0.94,0.00,0.89,0.47,0.82,0.94,0.70,0.94,0.69,0.95,0.48,0.41,0.62,0.77,0.05,0.63,0.86,0.67,0.30,0.95,0.24
5057,0.74,0.37,0.81,0.94,0.00,0.89,0.46,0.82,0.94,0.70,0.94,0.68,0.95,0.48,0.41,0.61,0.77,0.05,0.63,0.86,0.66,0.31,0.95,0.23
5058,0.74,0.34,0.81,0.94,0.00,0.89,0.46,0.82,0.94,0.70,0.93,0.69,0.94,0.49,0.41,0.61,0.77,0.05,0.63,0.86,0.65,0.30,0.95,0.25
5059,0.75,0.32,0.81,0.94,0.00,0.89,0.46,0.83,0.94,0.70,0.93,0.68,0.94,0.48,0.41,0.61,0.77,0.05,0.63,0.86,0.66,0.30,0.95,0.26
5060,0.75,0.32,0.81,0.94,0.00,0.89,0.46,0.83,0.94,0.70,0.93,0.68,0.93,0.48,0.41,0.60,0.77,0.04,0.63,0.86,0.68,0.32,0.95,0.28
5061,0.75,0.32,0.81,0.94,0.00,0.89,0.46,0.83,0.94,0.70,0.93,0.68,0.92,0.49,0.41,0.59,0.76,0.04,0.63,0.86,0.65,0.32,0.95,0.25
5062,0.75,0.32,0.81,0.94,0.00,0.88,0.46,0.83,0.94,0.70,0.92,0.68,0.92,0.49,0.41,0.62,0.76,0.04,0.63,0.85,0.67,0.32,0.95,0.25
5063,0.75,0.32,0.81,0.94,0.00,0.88,0.46,0.83,0.94,0.70,0.92,0.68,0.92,0.48,0.41,0.64,0.76,0.04,0.63,0.85,0.67,0.34,0.95,0.26
5064,0.75,0.33,0.81,0.94,0.00,0.88,0.46,0.85,0.94,0.70,0.92,0.68,0.92,0.49,0.41,0.64,0.76,0.04,0.63,0.85,0.67,0.30,0.95,0.28
5065,0.76,0.33,0.81,0.94,0.00,0.88,0.46,0.85,0.94,0.70,0.92,0.68,0.92,0.49,0.41,0.63,0.76,0.04,0.63,0.85,0.66,0.31,0.95,0.27
5066,0.76,0.33,0.81,0.94,0.00,0.88,0.46,0.84,0.94,0.70,0.92,0.68,0.92,0.48,0.41,0.64,0.76,0.05,0.63,0.85,0.65,0.31,0.95,0.29
5067,0.77,0.34,0.81,0.94,0.00,0.83,0.46,0.83,0.94,0.70,0.92,0.68,0.92,0.49,0.41,0.64,0.76,0.05,0.63,0.85,0.64,0.32,0.95,0.26
