Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
844,0.82,0.39,0.96,0.96,0.00,0.88,0.49,0.56,0.93,0.77,0.90,0.75,0.94,0.82,0.47,0.81,0.71,0.09,0.78,0.84,0.87,0.27,0.98,0.26
845,0.81,0.38,0.91,0.94,0.00,0.81,0.51,0.56,0.93,0.75,0.92,0.71,0.95,0.67,0.50,0.74,0.74,0.08,0.72,0.81,0.81,0.28,0.97,0.23
846,0.80,0.36,0.92,0.96,0.00,0.79,0.50,0.57,0.93,0.75,0.91,0.70,0.96,0.67,0.49,0.77,0.72,0.07,0.72,0.82,0.82,0.27,0.97,0.20
847,0.81,0.37,0.91,0.97,0.00,0.89,0.48,0.57,0.93,0.74,0.91,0.72,0.95,0.66,0.50,0.75,0.72,0.07,0.75,0.81,0.83,0.27,0.97,0.25
848,0.84,0.39,0.91,0.97,0.00,0.80,0.48,0.55,0.93,0.75,0.91,0.72,0.95,0.69,0.49,0.75,0.73,0.08,0.76,0.82,0.83,0.28,0.98,0.24
849,0.86,0.41,0.97,0.96,0.00,0.79,0.49,0.57,0.94,0.77,0.92,0.75,0.97,0.79,0.48,0.84,0.72,0.08,0.71,0.84,0.90,0.28,0.98,0.24
850,0.84,0.38,0.97,0.96,0.00,0.82,0.47,0.57,0.93,0.78,0.90,0.75,0.95,0.77,0.48,0.82,0.70,0.07,0.76,0.84,0.89,0.27,0.98,0.31
851,0.87,0.33,0.86,0.95,0.00,0.31,0.46,0.57,0.93,0.73,0.86,0.65,0.91,0.70,0.48,0.58,0.77,0.08,0.70,0.76,0.70,0.27,0.96,0.18
852,0.83,0.39,0.91,0.95,0.00,0.86,0.48,0.55,0.94,0.76,0.92,0.74,0.95,0.85,0.46,0.64,0.76,0.07,0.69,0.81,0.82,0.28,0.98,0.26
853,0.84,0.39,0.96,0.95,0.00,0.89,0.50,0.57,0.93,0.78,0.93,0.75,0.97,0.81,0.47,0.83,0.73,0.07,0.62,0.85,0.89,0.29,0.98,0.27
854,0.82,0.37,0.88,0.95,0.00,0.80,0.47,0.56,0.94,0.75,0.91,0.71,0.96,0.68,0.49,0.66,0.75,0.07,0.63,0.81,0.79,0.28,0.97,0.28
855,0.82,0.38,0.93,0.94,0.00,0.75,0.46,0.56,0.94,0.77,0.92,0.72,0.97,0.87,0.46,0.74,0.75,0.07,0.65,0.83,0.85,0.29,0.98,0.34
856,0.83,0.38,0.92,0.95,0.00,0.75,0.48,0.55,0.94,0.77,0.91,0.72,0.97,0.89,0.45,0.74,0.74,0.08,0.68,0.83,0.85,0.29,0.98,0.30
857,0.84,0.38,0.93,0.97,0.00,0.76,0.47,0.55,0.94,0.76,0.90,0.72,0.94,0.89,0.45,0.74,0.73,0.08,0.71,0.83,0.87,0.28,0.98,0.26
858,0.82,0.36,0.88,0.97,0.00,0.80,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.70,0.74,0.09,0.68,0.81,0.80,0.28,0.97,0.27
859,0.89,0.39,0.93,0.97,0.00,0.96,0.50,0.56,0.94,0.77,0.92,0.74,0.96,0.88,0.45,0.79,0.73,0.08,0.66,0.83,0.88,0.29,0.98,0.27
860,0.87,0.40,0.93,0.98,0.00,0.84,0.48,0.56,0.94,0.76,0.92,0.73,0.96,0.85,0.45,0.77,0.73,0.08,0.72,0.83,0.88,0.29,0.98,0.24
861,0.70,0.33,0.80,0.95,0.00,0.52,0.49,0.56,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.08,0.53,0.77,0.67,0.29,0.95,0.16
862,0.76,0.37,0.88,0.94,0.00,0.79,0.45,0.56,0.93,0.74,0.89,0.71,0.93,0.81,0.46,0.66,0.73,0.10,0.70,0.80,0.79,0.28,0.97,0.21
863,0.76,0.36,0.88,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.45,0.66,0.73,0.09,0.68,0.80,0.76,0.27,0.96,0.21
864,0.75,0.34,0.88,0.95,0.00,0.52,0.43,0.54,0.76,0.74,0.56,0.68,0.61,0.81,0.24,0.64,0.48,0.08,0.63,0.79,0.72,0.28,0.96,0.26
865,0.77,0.35,0.88,0.95,0.00,0.81,0.49,0.51,0.93,0.74,0.88,0.71,0.92,0.81,0.44,0.68,0.72,0.09,0.48,0.80,0.75,0.28,0.96,0.20
866,0.63,0.29,0.69,0.96,0.13,0.80,0.48,0.55,0.93,0.66,0.91,0.59,0.94,0.34,0.54,0.39,0.86,0.10,0.45,0.73,0.57,0.28,0.94,0.25
867,0.67,0.33,0.81,0.96,0.00,0.29,0.50,0.58,0.93,0.71,0.90,0.61,0.96,0.50,0.54,0.56,0.80,0.09,0.48,0.75,0.64,0.28,0.95,0.21
868,0.81,0.34,0.88,0.96,0.00,0.75,0.47,0.56,0.93,0.74,0.89,0.69,0.94,0.66,0.49,0.69,0.74,0.07,0.69,0.79,0.79,0.27,0.97,0.28
869,0.82,0.32,0.88,0.96,0.00,0.29,0.47,0.56,0.93,0.74,0.89,0.65,0.94,0.66,0.49,0.70,0.72,0.07,0.70,0.79,0.80,0.27,0.96,0.29
870,0.81,0.32,0.89,0.96,0.00,0.84,0.46,0.57,0.93,0.74,0.89,0.70,0.94,0.66,0.49,0.72,0.72,0.07,0.68,0.80,0.82,0.27,0.97,0.29
871,0.68,0.32,0.80,0.95,0.00,0.29,0.47,0.56,0.93,0.70,0.87,0.61,0.92,0.43,0.53,0.59,0.74,0.25,0.61,0.77,0.62,0.28,0.95,0.29
872,0.68,0.30,0.80,0.95,0.00,0.77,0.50,0.58,0.92,0.70,0.85,0.65,0.90,0.44,0.51,0.58,0.73,0.12,0.50,0.77,0.63,0.28,0.95,0.30
873,0.69,0.33,0.80,0.96,0.00,0.93,0.48,0.57,0.94,0.70,0.87,0.67,0.92,0.46,0.53,0.58,0.76,0.12,0.58,0.77,0.66,0.28,0.95,0.28
874,0.72,0.31,0.80,0.97,0.00,0.86,0.47,0.57,0.93,0.70,0.86,0.66,0.89,0.47,0.52,0.58,0.75,0.12,0.59,0.77,0.66,0.27,0.95,0.27
875,0.85,0.39,0.91,0.95,0.00,0.92,0.49,0.56,0.94,0.75,0.92,0.73,0.95,0.71,0.49,0.76,0.72,0.08,0.76,0.83,0.86,0.27,0.98,0.30
876,0.83,0.39,0.91,0.97,0.00,0.87,0.46,0.56,0.94,0.75,0.91,0.72,0.95,0.77,0.48,0.74,0.72,0.07,0.78,0.83,0.85,0.27,0.98,0.29
877,0.83,0.36,0.91,0.96,0.00,0.58,0.46,0.56,0.94,0.75,0.91,0.69,0.95,0.77,0.48,0.72,0.73,0.08,0.79,0.82,0.83,0.27,0.98,0.27
878,0.83,0.36,0.91,0.96,0.00,0.86,0.45,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.48,0.72,0.73,0.08,0.78,0.84,0.84,0.27,0.97,0.27
879,0.82,0.37,0.91,0.96,0.00,0.81,0.47,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.73,0.72,0.08,0.70,0.83,0.84,0.28,0.97,0.27
880,0.81,0.32,0.91,0.96,0.00,0.80,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.76,0.47,0.78,0.71,0.08,0.60,0.79,0.81,0.28,0.97,0.27
881,0.83,0.39,0.92,0.97,0.00,0.71,0.48,0.57,0.94,0.75,0.91,0.70,0.96,0.72,0.49,0.76,0.72,0.09,0.70,0.83,0.84,0.28,0.97,0.27
882,0.83,0.37,0.93,0.97,0.00,0.95,0.45,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.73,0.73,0.09,0.77,0.83,0.85,0.27,0.98,0.26
883,0.81,0.36,0.93,0.95,0.00,0.94,0.45,0.56,0.94,0.76,0.92,0.73,0.97,0.74,0.49,0.76,0.73,0.09,0.77,0.85,0.85,0.27,0.98,0.26
884,0.80,0.35,0.93,0.94,0.00,0.27,0.48,0.55,0.94,0.76,0.92,0.67,0.98,0.74,0.49,0.76,0.73,0.09,0.76,0.85,0.82,0.27,0.97,0.27
885,0.84,0.39,0.93,0.95,0.00,0.83,0.51,0.55,0.94,0.76,0.92,0.72,0.97,0.74,0.48,0.78,0.73,0.09,0.61,0.85,0.83,0.28,0.98,0.28
886,0.83,0.37,0.93,0.96,0.00,0.89,0.50,0.55,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.76,0.72,0.08,0.75,0.83,0.83,0.28,0.97,0.26
887,0.80,0.37,0.93,0.97,0.00,0.94,0.47,0.55,0.94,0.76,0.91,0.73,0.96,0.74,0.49,0.76,0.72,0.08,0.77,0.82,0.85,0.27,0.98,0.25
888,0.78,0.36,0.93,0.97,0.00,0.70,0.47,0.55,0.94,0.76,0.91,0.71,0.95,0.74,0.47,0.77,0.73,0.08,0.76,0.82,0.84,0.28,0.97,0.27
889,0.67,0.29,0.80,0.95,0.00,0.97,0.50,0.54,0.73,0.69,0.43,0.67,0.45,0.40,0.26,0.53,0.36,0.07,0.40,0.78,0.60,0.30,0.95,0.22
890,0.87,0.37,0.96,0.96,0.00,0.82,0.46,0.53,0.94,0.77,0.90,0.74,0.95,0.83,0.46,0.76,0.72,0.07,0.76,0.84,0.90,0.27,0.98,0.36
891,0.85,0.38,0.96,0.96,0.00,0.29,0.51,0.53,0.94,0.77,0.92,0.71,0.95,0.81,0.47,0.77,0.72,0.07,0.67,0.83,0.87,0.28,0.98,0.27
892,0.84,0.34,0.96,0.95,0.00,0.80,0.53,0.54,0.94,0.77,0.92,0.76,0.96,0.82,0.46,0.77,0.72,0.08,0.65,0.84,0.89,0.29,0.98,0.26
893,0.84,0.37,0.96,0.95,0.00,0.86,0.49,0.54,0.94,0.77,0.91,0.76,0.95,0.81,0.47,0.77,0.72,0.08,0.71,0.84,0.88,0.26,0.98,0.25
894,0.84,0.37,0.96,0.95,0.00,0.86,0.47,0.54,0.93,0.77,0.91,0.76,0.95,0.81,0.47,0.77,0.72,0.08,0.81,0.84,0.87,0.27,0.98,0.27
895,0.85,0.36,0.96,0.95,0.00,0.85,0.44,0.55,0.93,0.77,0.91,0.76,0.94,0.81,0.46,0.77,0.72,0.08,0.84,0.84,0.88,0.27,0.98,0.27
896,0.84,0.36,0.96,0.95,0.00,0.52,0.44,0.55,0.92,0.77,0.90,0.73,0.94,0.81,0.45,0.77,0.72,0.08,0.84,0.86,0.87,0.28,0.98,0.22
897,0.84,0.36,0.96,0.96,0.00,0.80,0.44,0.55,0.92,0.77,0.90,0.76,0.93,0.81,0.46,0.77,0.72,0.09,0.84,0.84,0.88,0.28,0.98,0.19
898,0.66,0.32,0.81,0.94,0.00,0.80,0.43,0.56,0.92,0.71,0.91,0.69,0.95,0.47,0.53,0.49,0.83,0.08,0.67,0.76,0.64,0.28,0.95,0.23
899,0.66,0.33,0.81,0.94,0.00,0.79,0.42,0.56,0.92,0.71,0.91,0.68,0.94,0.49,0.53,0.50,0.82,0.08,0.62,0.76,0.64,0.28,0.95,0.26
900,0.65,0.35,0.81,0.95,0.00,0.52,0.42,0.55,0.92,0.71,0.90,0.65,0.94,0.48,0.52,0.49,0.82,0.09,0.62,0.76,0.64,0.28,0.95,0.25
901,0.64,0.33,0.78,0.96,0.00,0.74,0.42,0.55,0.91,0.70,0.88,0.66,0.92,0.41,0.53,0.44,0.81,0.11,0.61,0.75,0.61,0.28,0.94,0.27
902,0.63,0.31,0.79,0.97,0.00,0.28,0.41,0.56,0.91,0.70,0.85,0.62,0.91,0.43,0.52,0.43,0.81,0.13,0.60,0.73,0.59,0.28,0.95,0.26
903,0.61,0.14,0.75,0.98,0.00,0.83,0.43,0.56,0.89,0.67,0.82,0.64,0.85,0.35,0.52,0.36,0.81,0.15,0.58,0.53,0.52,0.28,0.93,0.23
904,0.62,0.27,0.75,0.98,0.00,0.83,0.45,0.58,0.87,0.67,0.84,0.64,0.88,0.35,0.50,0.36,0.82,0.12,0.59,0.72,0.57,0.28,0.94,0.22
905,0.64,0.29,0.81,0.97,0.00,0.24,0.47,0.56,0.86,0.70,0.81,0.61,0.86,0.48,0.47,0.50,0.72,0.09,0.62,0.74,0.62,0.27,0.94,0.24
906,0.80,0.27,0.91,0.96,0.00,0.77,0.44,0.55,0.84,0.74,0.84,0.70,0.88,0.71,0.40,0.73,0.66,0.08,0.74,0.80,0.81,0.28,0.97,0.27
907,0.82,0.34,0.91,0.94,0.00,0.78,0.46,0.52,0.69,0.75,0.78,0.70,0.89,0.71,0.32,0.75,0.66,0.08,0.68,0.82,0.83,0.28,0.97,0.28
908,0.82,0.33,0.91,0.94,0.00,0.78,0.48,0.51,0.68,0.75,0.79,0.71,0.90,0.72,0.30,0.76,0.68,0.08,0.60,0.82,0.81,0.28,0.97,0.27
909,0.81,0.34,0.88,0.95,0.00,0.73,0.48,0.54,0.63,0.74,0.78,0.69,0.91,0.64,0.31,0.71,0.68,0.08,0.62,0.81,0.77,0.28,0.96,0.28
910,0.66,0.30,0.81,0.97,0.00,0.24,0.54,0.53,0.63,0.71,0.79,0.61,0.91,0.46,0.33,0.58,0.73,0.09,0.40,0.76,0.65,0.29,0.95,0.24
911,0.66,0.29,0.71,0.97,0.00,0.24,0.48,0.52,0.60,0.67,0.82,0.56,0.91,0.27,0.32,0.42,0.79,0.10,0.39,0.73,0.52,0.29,0.93,0.24
912,0.66,0.31,0.75,0.97,0.00,0.79,0.47,0.52,0.61,0.69,0.85,0.63,0.90,0.35,0.32,0.50,0.75,0.10,0.49,0.73,0.59,0.28,0.94,0.21
913,0.66,0.32,0.80,0.97,0.00,0.79,0.47,0.52,0.63,0.70,0.85,0.65,0.89,0.46,0.33,0.58,0.72,0.11,0.56,0.76,0.65,0.28,0.95,0.24
914,0.31,0.63,0.17,0.96,0.77,0.02,0.77,0.39,0.80,0.60,0.85,0.85,0.79,0.24,0.35,0.43,0.74,0.68,0.21,0.76,0.17,0.27,0.91,0.27
915,0.30,0.59,0.18,0.96,0.78,0.26,0.46,0.40,0.80,0.59,0.83,0.85,0.78,0.22,0.34,0.43,0.74,0.64,0.27,0.75,0.18,0.28,0.91,0.27
916,0.69,0.32,0.70,0.95,0.23,0.79,0.47,0.52,0.78,0.75,0.87,0.75,0.88,0.47,0.37,0.41,0.82,0.13,0.44,0.77,0.64,0.29,0.95,0.25
917,0.73,0.35,0.89,0.96,0.00,0.79,0.47,0.51,0.80,0.74,0.85,0.68,0.90,0.66,0.34,0.65,0.69,0.09,0.62,0.79,0.75,0.28,0.96,0.27
918,0.80,0.38,0.96,0.95,0.00,0.67,0.46,0.51,0.79,0.76,0.86,0.70,0.90,0.83,0.31,0.81,0.61,0.09,0.71,0.82,0.86,0.27,0.98,0.28
919,0.86,0.41,0.96,0.95,0.00,0.68,0.47,0.51,0.80,0.76,0.86,0.71,0.88,0.81,0.33,0.90,0.58,0.08,0.75,0.84,0.89,0.27,0.98,0.31
920,0.86,0.40,0.96,0.96,0.00,0.65,0.46,0.51,0.81,0.76,0.86,0.72,0.89,0.80,0.34,0.85,0.60,0.08,0.70,0.83,0.88,0.28,0.98,0.31
921,0.85,0.40,0.99,0.96,0.00,0.76,0.49,0.51,0.81,0.77,0.86,0.74,0.90,0.86,0.33,0.84,0.63,0.08,0.68,0.84,0.89,0.28,0.98,0.26
922,0.85,0.43,0.99,0.95,0.00,0.84,0.51,0.51,0.82,0.77,0.86,0.74,0.90,0.86,0.34,0.83,0.64,0.08,0.61,0.85,0.88,0.29,0.98,0.26
923,0.84,0.42,0.99,0.94,0.00,0.84,0.50,0.52,0.83,0.77,0.87,0.74,0.90,0.86,0.33,0.84,0.64,0.08,0.62,0.85,0.88,0.28,0.98,0.23
924,0.84,0.42,0.99,0.94,0.00,0.84,0.49,0.51,0.84,0.77,0.87,0.74,0.89,0.86,0.34,0.83,0.63,0.07,0.67,0.84,0.87,0.28,0.98,0.28
925,0.85,0.44,0.99,0.95,0.00,0.86,0.49,0.50,0.84,0.77,0.87,0.75,0.89,0.87,0.34,0.85,0.62,0.07,0.73,0.85,0.88,0.28,0.98,0.28
926,0.87,0.44,0.99,0.94,0.00,0.86,0.51,0.49,0.85,0.77,0.87,0.74,0.90,0.86,0.34,0.86,0.62,0.08,0.71,0.85,0.89,0.28,0.98,0.26
927,0.87,0.42,0.99,0.94,0.00,0.86,0.52,0.51,0.85,0.78,0.88,0.75,0.90,0.88,0.35,0.88,0.63,0.08,0.67,0.86,0.91,0.29,0.98,0.25
928,0.85,0.41,0.99,0.96,0.00,0.85,0.52,0.50,0.86,0.78,0.87,0.76,0.87,0.89,0.34,0.87,0.63,0.07,0.70,0.86,0.92,0.28,0.98,0.26
929,0.86,0.39,0.96,0.96,0.00,0.86,0.49,0.50,0.85,0.77,0.87,0.75,0.86,0.84,0.36,0.81,0.62,0.07,0.67,0.85,0.88,0.28,0.98,0.25
930,0.85,0.40,0.96,0.96,0.00,0.86,0.50,0.51,0.86,0.77,0.87,0.75,0.85,0.83,0.39,0.84,0.62,0.07,0.62,0.84,0.90,0.28,0.98,0.27
931,0.71,0.35,0.84,0.96,0.00,0.78,0.48,0.51,0.88,0.72,0.87,0.70,0.87,0.55,0.47,0.61,0.72,0.08,0.62,0.78,0.72,0.28,0.96,0.25
932,0.71,0.36,0.84,0.97,0.00,0.78,0.48,0.52,0.89,0.71,0.90,0.69,0.89,0.58,0.47,0.60,0.74,0.08,0.60,0.79,0.72,0.28,0.96,0.28
933,0.68,0.34,0.84,0.98,0.00,0.70,0.47,0.52,0.89,0.69,0.89,0.64,0.90,0.60,0.48,0.62,0.72,0.08,0.59,0.77,0.71,0.28,0.96,0.22
934,0.57,0.32,0.42,0.96,0.77,0.00,0.35,0.54,0.91,0.57,0.96,0.77,0.92,0.22,0.55,0.36,0.85,0.23,0.56,0.74,0.57,0.28,0.94,0.12
935,0.53,0.33,0.43,0.96,0.60,0.64,0.43,0.52,0.91,0.55,0.95,0.73,0.91,0.23,0.55,0.36,0.85,0.24,0.48,0.74,0.50,0.28,0.93,0.33
936,0.61,0.33,0.59,0.95,0.37,0.64,0.46,0.52,0.92,0.67,0.92,0.77,0.87,0.42,0.53,0.41,0.83,0.16,0.59,0.75,0.59,0.27,0.94,0.25
937,0.66,0.33,0.59,0.96,0.37,0.64,0.48,0.51,0.92,0.65,0.93,0.77,0.88,0.39,0.53,0.41,0.83,0.14,0.53,0.76,0.59,0.28,0.94,0.27
938,0.80,0.37,0.90,0.97,0.00,0.62,0.49,0.52,0.93,0.75,0.93,0.70,0.97,0.71,0.47,0.78,0.67,0.09,0.71,0.82,0.83,0.28,0.97,0.24
939,0.88,0.41,0.97,0.95,0.00,0.71,0.49,0.53,0.92,0.77,0.92,0.73,0.96,0.84,0.44,0.88,0.66,0.08,0.76,0.86,0.93,0.28,0.98,0.26
940,0.37,0.45,0.60,0.87,0.00,0.26,0.30,0.63,0.89,0.62,0.88,0.48,0.88,0.28,0.62,0.22,0.88,0.35,0.16,0.64,0.27,0.04,0.83,0.11
941,0.37,0.43,0.27,0.88,0.55,0.26,0.43,0.59,0.86,0.64,0.84,0.60,0.81,0.29,0.60,0.22,0.85,0.53,0.16,0.66,0.16,0.03,0.83,0.11
942,0.46,0.40,0.44,0.88,0.42,0.26,0.41,0.58,0.88,0.68,0.83,0.74,0.78,0.28,0.61,0.22,0.85,0.39,0.21,0.66,0.28,0.04,0.84,0.11
943,0.55,0.38,0.55,0.89,0.44,0.26,0.43,0.50,0.92,0.68,0.90,0.77,0.83,0.31,0.74,0.22,0.93,0.23,0.28,0.65,0.47,0.02,0.86,0.17
944,0.54,0.50,0.60,0.90,0.16,0.26,0.44,0.51,0.93,0.68,0.91,0.77,0.84,0.33,0.98,0.24,0.94,0.24,0.30,0.65,0.38,0.06,0.85,0.25
945,0.51,0.39,0.60,0.90,0.09,0.95,0.46,0.51,0.93,0.68,0.92,0.77,0.86,0.42,0.95,0.24,0.95,0.27,0.26,0.66,0.39,0.04,0.85,0.34
946,0.42,0.34,0.53,0.90,0.08,0.27,0.45,0.51,0.93,0.66,0.92,0.73,0.86,0.41,0.95,0.22,0.96,0.35,0.23,0.65,0.29,0.04,0.85,0.28
947,0.43,0.36,0.53,0.89,0.05,0.27,0.47,0.51,0.94,0.66,0.92,0.73,0.86,0.42,0.95,0.22,0.97,0.35,0.19,0.65,0.28,0.04,0.85,0.33
948,0.57,0.28,0.63,0.92,0.09,0.90,0.49,0.50,0.92,0.63,0.90,0.77,0.83,0.40,0.93,0.29,0.87,0.17,0.32,0.65,0.47,0.04,0.85,0.30
949,0.58,0.38,0.63,0.91,0.09,0.22,0.48,0.51,0.92,0.63,0.90,0.71,0.83,0.29,0.95,0.31,0.85,0.18,0.33,0.65,0.46,0.03,0.85,0.30
950,0.58,0.55,0.63,0.90,0.06,0.91,0.49,0.52,0.94,0.63,0.95,0.71,0.88,0.32,0.97,0.33,0.87,0.16,0.33,0.71,0.47,0.10,0.85,0.25
951,0.61,0.49,0.68,0.92,0.07,0.92,0.46,0.51,0.95,0.64,0.94,0.74,0.86,0.38,0.96,0.39,0.83,0.17,0.36,0.72,0.52,0.04,0.86,0.29
952,0.63,0.54,0.68,0.92,0.07,0.91,0.47,0.51,0.95,0.64,0.93,0.73,0.86,0.37,0.96,0.45,0.81,0.16,0.37,0.72,0.54,0.05,0.86,0.27
953,0.72,0.56,0.74,0.94,0.10,0.20,0.46,0.83,0.96,0.74,0.94,0.83,0.89,0.37,0.85,0.51,0.80,0.12,0.45,0.72,0.63,0.08,0.87,0.24
954,0.74,0.53,0.74,0.94,0.12,0.92,0.47,0.83,0.96,0.74,0.93,0.83,0.87,0.37,0.84,0.51,0.79,0.12,0.46,0.73,0.67,0.05,0.87,0.19
955,0.72,0.58,0.74,0.93,0.11,0.92,0.47,0.48,0.95,0.68,0.91,0.92,0.82,0.50,0.91,0.56,0.73,0.15,0.45,0.74,0.65,0.10,0.87,0.25
956,0.74,0.53,0.79,0.93,0.00,0.92,0.47,0.49,0.95,0.69,0.92,0.66,0.88,0.62,0.90,0.64,0.71,0.13,0.50,0.74,0.69,0.03,0.87,0.24
957,0.76,0.53,0.80,0.93,0.00,0.25,0.47,0.49,0.95,0.70,0.92,0.60,0.92,0.64,0.90,0.63,0.72,0.11,0.47,0.74,0.68,0.04,0.87,0.23
958,0.77,0.54,0.80,0.93,0.00,0.96,0.48,0.49,0.95,0.70,0.91,0.67,0.89,0.64,0.90,0.61,0.72,0.11,0.48,0.75,0.70,0.05,0.87,0.21
959,0.77,0.56,0.80,0.91,0.00,0.92,0.49,0.49,0.95,0.70,0.91,0.66,0.90,0.63,0.90,0.58,0.73,0.10,0.49,0.75,0.69,0.06,0.87,0.26
960,0.77,0.56,0.80,0.91,0.00,0.92,0.50,0.48,0.95,0.70,0.92,0.66,0.91,0.64,0.90,0.59,0.74,0.09,0.48,0.75,0.70,0.05,0.87,0.24
961,0.77,0.58,0.80,0.93,0.00,0.20,0.50,0.48,0.95,0.70,0.92,0.61,0.90,0.65,0.89,0.60,0.73,0.09,0.48,0.75,0.67,0.05,0.87,0.23
962,0.77,0.57,0.80,0.94,0.00,0.92,0.49,0.48,0.95,0.70,0.91,0.66,0.89,0.64,0.90,0.61,0.72,0.10,0.51,0.75,0.69,0.04,0.87,0.24
963,0.78,0.60,0.81,0.94,0.00,0.92,0.50,0.49,0.95,0.70,0.92,0.67,0.91,0.68,0.89,0.65,0.72,0.11,0.52,0.75,0.72,0.06,0.88,0.29
964,0.76,0.57,0.81,0.94,0.00,0.30,0.51,0.48,0.95,0.70,0.91,0.61,0.90,0.66,0.90,0.62,0.72,0.11,0.50,0.74,0.67,0.08,0.87,0.28
965,0.76,0.57,0.81,0.95,0.00,0.95,0.48,0.49,0.95,0.70,0.90,0.67,0.89,0.68,0.90,0.63,0.71,0.11,0.51,0.73,0.71,0.06,0.88,0.27
966,0.77,0.57,0.81,0.95,0.00,0.95,0.48,0.49,0.95,0.70,0.90,0.67,0.88,0.67,0.91,0.61,0.71,0.11,0.51,0.73,0.70,0.07,0.88,0.25
967,0.72,0.55,0.81,0.94,0.00,0.95,0.52,0.49,0.95,0.70,0.91,0.67,0.89,0.69,0.90,0.59,0.73,0.10,0.48,0.72,0.70,0.04,0.87,0.23
968,0.75,0.57,0.81,0.92,0.00,0.25,0.51,0.50,0.95,0.70,0.91,0.61,0.91,0.68,0.90,0.62,0.73,0.10,0.49,0.73,0.68,0.08,0.87,0.22
969,0.75,0.57,0.81,0.91,0.00,0.93,0.50,0.48,0.95,0.70,0.91,0.67,0.90,0.69,0.89,0.64,0.71,0.11,0.48,0.73,0.69,0.08,0.88,0.23
970,0.78,0.53,0.80,0.94,0.00,0.90,0.49,0.49,0.95,0.69,0.91,0.66,0.89,0.63,0.92,0.59,0.73,0.11,0.51,0.73,0.68,0.05,0.87,0.25
971,0.77,0.54,0.80,0.95,0.03,0.90,0.51,0.49,0.95,0.69,0.92,0.72,0.88,0.66,0.89,0.57,0.74,0.10,0.51,0.73,0.70,0.05,0.88,0.23
972,0.76,0.55,0.80,0.95,0.03,0.35,0.49,0.48,0.95,0.69,0.91,0.66,0.88,0.67,0.90,0.54,0.74,0.10,0.49,0.73,0.66,0.05,0.87,0.23
973,0.76,0.51,0.80,0.95,0.03,0.23,0.47,0.48,0.95,0.69,0.91,0.66,0.88,0.66,0.91,0.53,0.75,0.10,0.48,0.73,0.66,0.05,0.87,0.24
974,0.74,0.54,0.80,0.92,0.00,0.94,0.47,0.49,0.95,0.69,0.91,0.66,0.89,0.66,0.91,0.53,0.75,0.10,0.48,0.73,0.65,0.05,0.87,0.25
975,0.75,0.50,0.80,0.94,0.00,0.93,0.48,0.49,0.95,0.69,0.91,0.67,0.88,0.72,0.90,0.51,0.76,0.11,0.50,0.73,0.66,0.05,0.87,0.27
976,0.75,0.50,0.81,0.95,0.00,0.93,0.48,0.50,0.95,0.70,0.92,0.67,0.90,0.75,0.90,0.52,0.77,0.12,0.51,0.74,0.69,0.05,0.87,0.28
977,0.74,0.45,0.81,0.96,0.00,0.26,0.47,0.49,0.95,0.70,0.91,0.61,0.90,0.75,0.89,0.49,0.77,0.12,0.50,0.73,0.66,0.05,0.87,0.24
978,0.74,0.41,0.81,0.94,0.00,0.96,0.46,0.49,0.95,0.70,0.90,0.68,0.88,0.74,0.90,0.49,0.77,0.11,0.50,0.73,0.68,0.04,0.88,0.26
979,0.73,0.51,0.81,0.93,0.00,0.95,0.47,0.47,0.95,0.70,0.91,0.68,0.90,0.78,0.90,0.48,0.78,0.11,0.50,0.73,0.69,0.05,0.88,0.27
980,0.73,0.39,0.81,0.93,0.00,0.22,0.49,0.49,0.95,0.70,0.92,0.62,0.92,0.79,0.91,0.45,0.80,0.12,0.49,0.73,0.66,0.05,0.87,0.24
981,0.73,0.45,0.81,0.92,0.00,0.27,0.48,0.49,0.96,0.70,0.93,0.62,0.92,0.79,0.92,0.48,0.80,0.11,0.48,0.73,0.66,0.04,0.87,0.26
982,0.73,0.47,0.81,0.92,0.00,0.94,0.46,0.49,0.96,0.70,0.93,0.68,0.91,0.79,0.92,0.45,0.82,0.11,0.49,0.73,0.68,0.04,0.87,0.29
983,0.70,0.41,0.81,0.94,0.00,0.24,0.45,0.49,0.97,0.70,0.92,0.62,0.92,0.80,0.91,0.45,0.82,0.12,0.48,0.73,0.64,0.04,0.87,0.32
984,0.71,0.42,0.81,0.95,0.00,0.23,0.49,0.49,0.97,0.70,0.93,0.62,0.92,0.79,0.90,0.45,0.82,0.13,0.48,0.74,0.64,0.05,0.87,0.28
985,0.74,0.50,0.81,0.93,0.00,0.93,0.49,0.48,0.96,0.70,0.92,0.68,0.91,0.79,0.91,0.46,0.81,0.13,0.48,0.74,0.68,0.06,0.87,0.24
